timestamp;deviceId;tipoDispositivo;ubicacion;nombre;tipoEvento;valor;unidad;estadoPrevio;estadoNuevo;severidad
2026-09-06T21:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;170.0;Wh;;;
2026-09-06T21:14:00;luz-coc-01;LUZ;Cocina;Luz Cocina;COMANDO;40;%;;ATENUAR;
2026-09-06T21:40:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T21:55:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T22:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;19.8;C;;;
2026-09-06T22:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;17.8;C;;;
2026-09-06T22:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;202.0;Wh;;;
2026-09-06T22:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;156.3;Wh;;;
2026-09-06T22:32:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-06T22:32:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T22:37:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-06T22:40:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T23:03:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;COMANDO;40;%;;ATENUAR;
2026-09-06T23:16:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-06T23:31:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-06T23:34:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-06T23:41:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-06T23:50:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;ALERTA;;;;PIN_INCORRECTO;MEDIA
2026-09-06T23:55:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-07T01:08:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;ALERTA;;;;FORZADO;ALTA
2026-09-07T04:05:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;ALTA
2026-09-07T05:10:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;BATERIA_BAJA;BAJA
2026-09-07T06:40:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-07T07:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;22.8;C;;;
2026-09-07T07:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;18.2;C;;;
2026-09-07T07:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;260.2;Wh;;;
2026-09-07T07:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;182.6;Wh;;;
2026-09-07T07:36:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T07:46:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T08:15:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-07T08:17:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-07T08:30:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-07T08:30:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-07T08:31:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-07T08:34:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-07T08:45:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-07T09:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;89.8;Wh;;;
2026-09-07T09:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;62.3;Wh;;;
2026-09-07T09:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;50.6;Wh;;;
2026-09-07T11:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;22.8;C;;;
2026-09-07T11:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;19.5;C;;;
2026-09-07T11:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;257.9;Wh;;;
2026-09-07T11:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;140.5;Wh;;;
2026-09-07T12:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;130.8;Wh;;;
2026-09-07T12:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;23.8;Wh;;;
2026-09-07T12:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;52.1;Wh;;;
2026-09-07T12:26:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-07T12:30:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-07T12:40:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-07T12:40:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-07T15:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;19.7;C;;;
2026-09-07T15:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;20.1;C;;;
2026-09-07T15:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;86.0;Wh;;;
2026-09-07T15:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;500.8;Wh;;;
2026-09-07T15:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;45.7;Wh;;;
2026-09-07T15:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;204.3;Wh;;;
2026-09-07T15:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;332.2;Wh;;;
2026-09-07T18:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;164.9;Wh;;;
2026-09-07T18:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;531.7;Wh;;;
2026-09-07T18:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;99.5;Wh;;;
2026-09-07T18:44:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-07T19:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;19.8;C;;;
2026-09-07T19:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;21.1;C;;;
2026-09-07T19:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;361.6;Wh;;;
2026-09-07T19:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;258.5;Wh;;;
2026-09-07T19:08:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-07T19:10:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
